ID_TRAIN,NB_EMPT,R_ATD,DUREE,PRT_VAL,AGE_D,REV_BT,REV_NET,TYP_RES,ST_EMPL,MNT_EPAR,NB_ER_6MS,NB_ER_12MS,NB_DEC_12MS,NB_OPER,NB_COUR,NB_INTR_1M,NB_INTR_12M,PIR_DEL,NB_DEL_30,NB_DEL_60,NB_DEL_90,MNT_PASS,MNT_ACT,MNT_AUT_REN,MNT_UTIL_REN,NB_SATI,TYP_FIN,MNT_DEMANDE,DEFAULT,PROFIT_LOSS
5001426,1,0.66,4,1,24,62000,54000,P,R,19050,0,0,0,3,1,0,0,0,0,0,0,103664,105372,1000,1000,3,AUTO,7300,0,365
5001427,1,0.06,6,0.43,26,57000,37000,L,P,13978,3,3,0,6,2,0,0,0,0,0,0,233936,282759,2000,0,5,AUTO,26500,0,1325
5001428,1,0.36,7,1,31,17000,10000,L,P,49532,0,0,0,9,9,0,0,0,0,0,0,51081,91982,21000,13180,9,AUTO,11200,0,560
5001429,2,0.23,5,0.45,37,49000,40000,L,P,136711,0,0,0,5,4,0,0,0,0,0,0,10598,136711,3500,1033,4,AUTO,28800,0,1440
5001430,1,0.51,5,0.98,30,8000,6000,A,P,41626,0,1,0,8,7,0,0,1,2,0,0,35556,61913,7000,6536,7,AUTO,12500,0,625
5001431,1,0.41,7,0.98,19,65000,47000,A,,42522,0,0,0,8,6,0,0,0,0,0,0,2712,42522,27000,5031,6,AUTO,25300,0,1265
5001432,1,0.2,6,1,51,44000,32000,P,T,98655,0,1,0,7,6,0,0,0,0,0,0,12502,98655,6000,0,5,AUTO,40000,0,2000
5001433,2,0.79,4,1,21,26000,15000,A,P,1115,0,0,0,6,3,0,0,0,0,0,0,152861,155443,2000,2000,5,AUTO,5500,0,275
5001434,1,0.87,6,1,19,11000,6000,A,R,2432,0,0,0,8,7,0,0,0,0,3,0,16699,147880,23500,23499,7,AUTO,35000,0,1750
5001435,1,0.09,5,0.61,47,45000,30000,L,P,25548,0,0,0,13,0,0,0,0,5,0,0,340697,367393,0,0,11,AUTO,39600,0,1980
5001436,1,0.57,5,1,27,73000,46000,P,R,2628,0,0,0,4,1,0,0,0,0,0,0,1049,172144,41500,41499,3,AUTO,8300,0,415
5001437,2,0.4,2,1,28,59000,44000,L,R,99538,0,0,0,12,10,0,0,0,4,6,4,107340,138767,11000,0,2,AUTO,33500,0,1675
5001438,1,0.35,4,0.86,43,130000,87000,L,R,3342,0,0,1,9,8,0,0,0,0,0,0,400,13809,1000,85,9,AUTO,12000,0,600
5001439,1,0.36,5,1,41,53000,38000,A,R,1620,4,4,0,7,6,0,0,0,0,0,0,4763,1620,8500,8500,7,AUTO,6000,0,300
5001440,1,0.22,3,1,30,175000,155000,L,T,238675,0,0,0,10,9,2,2,0,0,0,5,44094,238675,10000,107,10,AUTO,13500,0,675
5001441,1,0.42,3,1,44,129000,85000,L,T,92158,0,0,0,6,3,0,0,0,0,2,0,7173,92158,11500,0,5,AUTO,38800,0,1940
5001442,1,0.5,3,0.95,25,60000,37000,L,R,11491,0,0,0,9,9,0,0,0,0,0,0,9183,11491,3500,2121,8,AUTO,37600,0,1880
5001443,1,0.39,2,1,22,56000,41000,L,P,68942,0,0,0,7,6,0,0,0,0,0,0,480,68942,2500,1599,7,AUTO,18700,0,935
5001444,2,0.38,2,1,42,84000,65000,A,R,6816,0,0,0,5,1,1,1,0,0,1,0,10976,6816,2500,234,4,AUTO,26800,0,1340
5001445,1,0.3,1,1,19,8000,4000,A,,155864,0,0,0,3,3,0,0,0,2,0,0,3763,155864,26500,26499,3,AUTO,33100,0,1655
5001446,1,0.22,2,0.42,34,44000,31000,L,R,170064,0,0,0,9,7,0,0,0,0,0,0,4254,170064,22000,13342,8,AUTO,6300,0,315
5001447,1,0.37,3,0.99,35,20000,12000,A,P,66424,0,3,0,4,3,0,0,0,0,0,0,2557,66424,5500,3036,4,AUTO,23300,0,1165
5001448,1,0.41,6,0.89,27,21000,14000,A,,90272,0,0,0,6,0,0,0,0,0,0,0,1608,90272,0,0,5,AUTO,26100,0,1305
5001449,1,0.41,4,1,32,39000,29000,A,T,4654,0,0,4,6,4,0,0,0,0,0,0,5902,4654,3000,2999,5,AUTO,22200,1,-19191.90911
5001450,1,0.67,4,1,20,93000,66000,A,R,1240,3,3,0,4,1,0,0,0,0,0,0,18108,1240,1000,838,4,AUTO,21800,0,1090
5001451,1,0.63,7,0.66,28,50000,34000,L,P,54708,0,0,0,13,9,0,0,0,0,0,0,2132,54708,1500,717,11,AUTO,31500,0,1575
5001452,1,0.17,5,1,56,59000,45000,L,P,7009,0,0,0,6,3,0,0,0,0,0,0,1175,7009,2500,619,5,AUTO,13700,0,685
5001453,1,0.2,5,1,44,76000,49000,L,R,14552,1,6,0,6,6,0,0,0,0,0,0,74376,614392,500,0,6,AUTO,39400,0,1970
5001454,1,0.39,4,1,28,79000,60000,L,P,115101,0,0,0,6,0,0,0,0,0,0,0,2037,115101,0,0,5,AUTO,9400,0,470
5001455,1,0.2,5,0.45,64,44000,26000,L,,210535,0,0,0,6,5,0,0,0,0,0,0,9966,210535,3000,2438,6,AUTO,20300,0,1015
5001456,2,0.38,3,1,29,84000,47000,P,T,73370,0,0,0,9,7,0,0,0,0,0,0,2261,73370,1500,98,7,AUTO,31500,0,1575
5001457,1,0.55,6,0.84,28,116000,83000,P,T,63476,0,1,0,1,1,0,0,0,0,0,0,202091,302431,1000,0,1,AUTO,16300,0,815
5001458,1,0.49,5,1,21,41000,33000,A,R,851,0,0,0,8,4,0,0,0,0,0,0,3594,851,5500,2358,4,AUTO,14800,0,740
5001459,1,0.11,3,0.79,78,43000,25000,L,P,38627,0,0,0,5,5,0,0,0,0,0,0,223715,239369,3000,436,5,AUTO,39700,0,1985
5001460,1,0.64,6,1,19,69000,60000,P,R,871,0,0,0,4,3,4,4,0,0,0,0,24599,871,500,0,4,AUTO,32900,0,1645
5001461,1,0.44,2,1,38,72000,57000,L,R,124709,0,0,0,13,6,0,0,0,0,0,2,5906,124709,2000,162,10,AUTO,30200,0,1510
5001462,1,0.27,4,0.54,21,126000,81000,P,,49835,0,0,0,8,2,0,0,0,0,0,0,612,49835,5500,5499,7,AUTO,25800,0,1290
5001463,2,0.53,2,1,44,53000,30000,A,T,76377,0,0,0,7,2,0,0,0,0,0,0,12522,76377,1500,1499,6,AUTO,36600,0,1830
5001464,1,0.27,5,1,32,113000,96000,L,P,1580,0,0,0,6,5,0,0,0,0,0,0,9743,22183,5000,3877,2,AUTO,33400,0,1670
5001465,1,0.38,4,1,26,51000,39000,A,P,38891,0,3,0,7,7,2,2,0,0,0,0,113538,118647,4500,1546,2,AUTO,12600,0,630
5001466,1,0.35,3,1,45,47000,29000,P,R,32971,0,0,0,12,11,0,0,0,0,0,0,1453,144272,1000,296,9,AUTO,7100,0,355
5001467,1,0.09,6,1,,118000,103000,L,P,150824,2,2,0,3,2,0,0,0,0,0,0,0,150824,2000,970,3,AUTO,28600,0,1430
5001468,1,0.3,1,1,57,51000,35000,P,R,224513,0,0,0,9,4,0,0,0,0,0,0,394,224513,2500,802,9,AUTO,37800,0,1890
5001469,1,0.03,1,0.42,76,126000,99000,L,P,84877,0,0,0,6,0,0,0,0,1,0,0,117229,466683,0,0,1,AUTO,34100,0,1705
5001470,1,0.37,4,1,24,46000,38000,L,P,63290,0,0,0,0,0,0,0,0,0,0,0,3186,63290,0,0,0,AUTO,35900,1,-26813.85791
5001471,1,0.65,7,1,24,64000,53000,L,P,3791,0,0,0,8,1,1,1,0,0,0,0,24484,3791,500,181,7,AUTO,21500,0,1075
5001472,1,0.84,7,1,28,59000,48000,L,P,1322,3,3,0,2,2,0,0,0,0,0,0,12312,1322,18000,14573,2,AUTO,28300,0,1415
5001473,1,0.73,6,1,46,59000,52000,L,R,45142,0,0,0,9,7,0,0,0,3,0,4,21940,45142,1000,0,8,AUTO,29400,0,1470
5001474,1,0.46,7,0.8,46,8000,7000,A,P,1540,0,0,0,10,9,0,0,0,0,0,0,239637,345921,1000,649,5,AUTO,34100,0,1705
5001475,1,0.26,4,1,42,74000,47000,P,P,39561,0,0,0,5,0,0,0,0,0,0,0,3498,320130,0,0,4,AUTO,35400,0,1770
5001476,1,0.29,7,0.91,56,76000,61000,L,T,147548,0,1,0,6,3,0,0,0,0,0,0,149161,300068,4000,2435,5,AUTO,26100,0,1305
5001477,1,0.34,1,0.83,55,71000,43000,P,R,7226,2,2,0,1,1,0,0,0,5,0,0,173,34390,5000,2003,1,AUTO,23000,0,1150
5001478,1,0.3,1,1,,142000,126000,L,R,12557,1,1,0,12,1,0,0,0,0,0,0,289588,482489,500,411,10,AUTO,38100,0,1905
5001479,1,0.37,3,1,26,127000,102000,L,P,3201,0,0,1,1,0,0,0,0,0,0,0,2448,47735,0,0,1,AUTO,36200,1,-7380.995418
5001480,2,0.16,3,0.42,38,158000,87000,P,R,218498,0,1,0,11,5,0,0,0,0,0,0,6391,218498,500,500,11,AUTO,23000,0,1150
5001481,1,0.19,4,1,41,167000,100000,L,R,5898,0,0,0,5,4,0,0,0,0,0,0,426,5982,50500,17042,4,AUTO,29400,0,1470
5001482,1,0.04,2,1,30,50000,33000,P,R,50595,0,0,0,8,5,0,0,0,0,0,0,789,83894,8000,0,7,AUTO,14600,0,730
5001483,2,0.69,5,1,20,64000,48000,L,P,1554,0,0,0,12,11,0,0,0,0,0,0,13449,1554,10500,8426,12,AUTO,36900,0,1845
5001484,1,0.7,7,1,21,79000,52000,A,T,26242,0,0,0,6,2,2,2,0,0,0,0,195152,464763,3000,17,6,AUTO,16500,0,825
5001485,1,0.39,7,1,37,127000,79000,L,R,44046,0,0,0,7,3,0,0,0,0,0,0,172637,337992,6500,1210,6,AUTO,25300,0,1265
5001486,1,0.46,2,1,35,110000,74000,L,R,46642,0,0,0,11,10,0,0,0,1,0,0,2627,213225,10000,2701,9,AUTO,12600,0,630
5001487,1,0.31,4,1,37,76000,50000,P,R,63415,0,0,0,7,5,2,2,0,0,0,0,449709,461906,5500,123,6,AUTO,6500,0,325
5001488,1,0.27,5,1,55,61000,50000,L,R,193466,0,0,0,3,0,0,0,0,0,0,0,69244,667635,0,0,3,AUTO,26500,0,1325
5001489,1,0.26,7,1,50,153000,129000,L,P,55766,0,0,4,9,9,0,0,0,0,0,0,8420,55766,19500,19499,9,AUTO,6600,0,330
5001490,1,0.28,5,0.62,68,39000,29000,P,R,98371,0,0,0,5,5,0,0,0,0,0,0,18804,98371,2000,7,4,AUTO,16200,0,810
5001491,1,0.3,7,0.96,29,45000,34000,L,R,59434,0,0,0,2,1,0,0,0,0,0,0,13206,59434,5500,5283,2,AUTO,20200,0,1010
5001492,1,0.1,1,1,23,174000,100000,L,R,9416,0,0,3,6,4,0,0,0,0,0,0,15994,239154,8500,0,5,AUTO,20200,0,1010
5001493,2,0.2,2,0.64,24,26000,22000,P,,10704,0,1,0,8,6,0,0,0,0,0,0,4864,41665,2000,428,6,AUTO,35900,0,1795
5001494,1,0.23,5,0.72,36,21000,16000,L,,9348,0,0,0,9,9,0,0,0,0,0,0,141935,147396,1000,999,8,AUTO,29900,0,1495
5001495,1,0.19,2,1,20,52000,38000,A,P,1924,1,1,0,11,10,1,1,0,0,0,0,23766,1924,2500,1127,11,AUTO,28100,0,1405
5001496,1,0.36,1,1,43,102000,87000,L,P,217701,0,0,0,6,5,3,3,0,0,0,0,11468,217701,2500,664,5,AUTO,24300,0,1215
5001497,2,0.37,7,1,48,83000,45000,P,R,944,0,0,3,5,2,0,0,0,2,0,0,1331,944,1000,300,5,AUTO,8900,0,445
5001498,1,0.03,3,1,63,94000,79000,P,P,24939,0,2,0,7,6,0,0,0,1,2,0,0,24939,2000,1472,6,AUTO,19000,0,950
5001499,1,0.47,7,1,47,38000,35000,L,P,139187,0,0,0,7,4,0,0,0,1,3,0,0,139187,26000,25999,6,AUTO,35100,0,1755
5001500,1,0.48,7,1,22,24000,13000,L,P,919,0,0,0,5,4,0,0,0,0,0,0,58544,61996,15500,3253,4,AUTO,24700,0,1235
5001501,1,0.38,2,0.89,74,99000,78000,L,R,155982,0,0,0,5,1,0,0,0,0,0,0,22026,544344,500,0,3,AUTO,9000,0,450
5001502,1,0.15,2,1,34,48000,30000,P,R,772,0,0,3,4,1,0,0,0,0,0,0,94584,96762,15500,93,4,AUTO,25800,0,1290
5001503,1,0.57,7,1,35,107000,94000,L,R,206180,0,0,0,13,8,0,0,1,0,0,0,1416,206180,4000,0,10,AUTO,19800,1,-14831.6647
5001504,2,0.5,7,1,18,8000,7000,L,,16623,1,1,0,13,8,0,0,0,0,0,0,755,16623,32000,0,11,AUTO,33000,0,1650
5001505,1,0.49,2,1,39,33000,30000,L,R,49552,0,4,0,3,3,0,0,0,0,0,0,222952,313103,16500,1842,2,AUTO,5400,0,270
5001506,1,0.24,1,1,,30000,16000,A,R,187226,0,0,0,12,0,0,0,0,0,0,0,14504,325686,0,0,10,AUTO,5600,0,280
5001507,1,0.27,3,0.79,34,45000,35000,L,R,41925,0,0,0,10,9,0,0,0,0,0,0,4264,41925,16000,12333,9,AUTO,31200,0,1560
5001508,2,0.41,7,1,20,49000,42000,A,,29540,0,1,0,4,1,0,0,0,0,2,0,5176,29540,1000,169,3,AUTO,26900,0,1345
5001509,1,0.25,4,0.68,36,59000,44000,P,R,88510,0,0,0,10,9,0,0,0,0,0,0,231866,249058,1000,88,9,AUTO,10900,0,545
5001510,1,0.12,4,1,20,27000,19000,L,P,22628,0,0,0,4,3,0,0,0,0,0,0,18962,23917,5000,4003,3,AUTO,28200,0,1410
5001511,2,0.4,6,1,25,57000,33000,A,P,7652,0,4,0,6,2,0,0,0,0,0,0,24779,7652,6000,4929,5,AUTO,30900,1,-30801.39503
5001512,1,0.66,4,1,50,28000,23000,L,R,49762,0,0,0,4,2,0,0,0,0,0,0,437880,443065,19500,7020,4,AUTO,37700,0,1885
5001513,1,0.14,2,0.98,29,69000,54000,P,R,17963,0,0,0,4,4,0,0,0,0,0,0,1928,419768,3000,82,4,AUTO,23000,0,1150
5001514,1,0.09,2,0.95,35,79000,68000,A,R,181048,0,0,0,5,0,0,0,0,0,0,0,45667,181048,0,0,4,AUTO,33500,0,1675
5001515,1,0.07,5,0.91,36,56000,36000,P,,33694,0,0,3,10,8,0,0,0,0,0,0,4397,33694,7500,0,7,AUTO,12200,0,610
5001516,1,0.7,4,1,46,47000,32000,L,R,99964,0,0,0,6,3,0,0,0,0,0,0,342933,461268,5000,392,6,AUTO,9300,0,465
5001517,1,0.87,4,1,19,80000,72000,A,R,27858,0,0,0,6,5,0,0,0,0,0,0,195835,225701,8000,7999,6,AUTO,13500,0,675
5001518,1,0.27,2,0.52,25,69000,42000,A,R,7957,0,0,0,8,6,0,0,0,0,0,0,2052,204845,8000,311,8,AUTO,6800,0,340
5001519,1,0.07,3,1,56,55000,37000,P,R,12256,0,0,0,8,6,0,0,0,0,0,0,7786,12256,13500,7226,7,AUTO,22200,0,1110
5001520,1,0.32,2,1,30,25000,15000,A,P,242,0,0,0,5,3,0,0,0,0,0,0,14176,81729,30000,2136,5,AUTO,32600,0,1630
5001521,1,0.28,1,1,60,61000,38000,P,P,243959,0,0,0,5,4,0,0,0,0,0,0,19043,243959,1500,0,4,AUTO,15100,0,755
5001522,1,0.03,2,0.98,68,75000,56000,P,P,35070,0,0,0,5,2,0,0,0,0,0,0,147,35070,12000,0,4,AUTO,24900,0,1245
5001523,1,0.11,2,0.91,59,144000,99000,P,P,223660,0,0,0,6,6,0,0,0,0,0,0,33455,223660,8000,90,5,AUTO,33500,0,1675
5001524,1,0.55,4,1,35,68000,54000,A,T,61717,3,3,0,2,1,0,0,0,0,1,0,7038,61717,1000,1000,2,AUTO,32900,0,1645
5001525,1,0.18,6,0.45,28,31000,21000,A,T,98804,0,0,0,5,3,0,0,0,0,0,0,1210,125181,10000,4519,4,AUTO,35900,0,1795
5001526,2,0.34,2,0.62,45,106000,66000,P,R,131,0,0,0,11,10,0,0,0,0,0,0,88130,92024,2000,423,9,AUTO,32800,0,1640
5001527,1,0.41,5,1,62,33000,25000,A,R,63329,0,0,0,7,7,0,0,0,0,0,0,19046,63329,35000,2871,7,AUTO,16700,1,-10665.25312
5001528,1,0.29,4,1,41,23000,19000,L,R,5561,0,0,0,7,5,0,0,0,0,0,0,13729,5561,6000,1530,5,AUTO,7200,0,360
5001529,1,0.2,1,1,62,73000,42000,P,R,36696,0,0,0,4,3,0,0,0,0,0,0,117066,144962,2000,409,3,AUTO,6800,0,340
5001530,1,0.72,4,1,49,64000,46000,L,R,41445,0,0,0,10,5,0,0,0,0,0,0,949,41445,500,500,8,AUTO,25300,0,1265
5001531,1,0,1,1,50,140000,107000,P,R,66716,4,4,0,6,6,0,0,0,4,0,0,15085,187859,2500,2056,5,AUTO,34400,0,1720
5001532,1,0.14,5,1,19,7000,6000,L,,2620,0,0,0,4,4,3,3,0,0,0,0,152200,168996,5000,1650,4,AUTO,23600,0,1180
5001533,1,0.36,3,0.92,42,99000,89000,P,R,189352,0,0,0,5,5,0,0,0,0,0,0,7659,189352,32500,19433,5,AUTO,36500,0,1825
5001534,1,0.01,1,0.44,28,59000,44000,L,R,7835,0,0,0,10,4,0,0,0,0,0,0,5312,7835,30000,30000,4,AUTO,11200,0,560
5001535,2,0.36,4,1,18,36000,26000,L,,21381,0,0,0,12,10,1,1,0,0,0,0,102163,155701,1000,999,10,AUTO,14600,0,730
5001536,1,0.33,5,1,26,75000,51000,L,P,119324,0,0,0,11,9,0,0,0,0,0,0,6565,119324,10000,10000,10,AUTO,18100,0,905
5001537,1,0.26,6,0.51,35,99000,75000,A,P,40178,0,0,0,4,2,0,0,0,0,0,0,29021,42228,1000,1000,2,AUTO,29800,0,1490
5001538,1,0.36,5,1,56,58000,51000,L,R,43542,0,0,0,4,2,3,3,0,0,0,0,49575,155731,50500,5569,3,AUTO,24700,0,1235
5001539,1,0.38,7,0.93,34,71000,50000,P,T,27,0,0,0,5,2,0,0,0,0,0,0,17773,27,19000,710,5,AUTO,17900,0,895
5001540,1,0.42,1,1,18,85000,59000,A,,32209,0,0,1,11,9,0,0,0,0,0,0,16188,41177,500,499,11,AUTO,30600,0,1530
5001541,1,0.62,5,1,23,50000,41000,P,R,27109,0,0,0,12,7,0,0,0,0,0,0,68678,99046,11500,10303,10,AUTO,38900,0,1945
5001542,2,0.19,6,0.75,34,70000,50000,A,R,23140,0,0,0,7,6,2,2,0,0,0,0,24668,23140,4500,4500,6,AUTO,37600,0,1880
5001543,1,0.34,4,1,21,26000,18000,A,,1427,0,0,4,12,8,0,0,0,0,0,1,18843,1427,7000,7000,10,AUTO,27100,1,-27066.02346
5001544,1,0.42,3,1,34,37000,28000,L,R,90164,0,0,0,6,4,0,0,0,0,0,0,202,90164,14000,9416,6,AUTO,8300,0,415
5001545,1,0.15,5,0.96,35,173000,117000,L,P,5233,0,0,0,4,3,0,0,0,0,0,0,132790,416710,10000,4930,3,AUTO,22200,0,1110
5001546,1,0.31,6,1,44,13000,7000,L,R,1801,0,2,0,6,1,0,0,0,0,0,0,4793,1801,18000,17999,5,AUTO,7300,1,-6953.293028
5001547,1,0.37,3,0.7,19,48000,36000,L,R,28009,0,0,0,7,6,0,0,0,0,0,0,162,28009,4000,866,4,AUTO,19600,0,980
5001548,1,0.74,4,1,29,12000,7000,A,P,131056,0,0,0,10,10,0,0,0,0,0,0,13986,131056,5000,39,3,AUTO,36400,1,-36386.04974
5001549,2,0.22,1,0.9,20,82000,69000,L,R,44338,0,1,0,7,3,0,0,0,0,0,0,32778,262095,11000,0,6,AUTO,29400,0,1470
5001550,1,0.31,3,0.93,30,31000,19000,L,,34669,0,0,0,9,8,0,0,0,0,0,0,1819,34669,1500,1499,9,AUTO,8400,0,420
5001551,1,0.26,6,1,44,61000,39000,L,P,162526,0,0,0,11,8,0,0,0,0,0,2,953,162526,2000,359,10,AUTO,13700,0,685
5001552,1,0.75,5,1,43,24000,14000,L,P,126047,0,0,0,6,4,0,0,0,0,0,0,20460,126047,2500,2499,5,AUTO,19200,0,960
5001553,1,0.13,5,1,22,80000,48000,L,R,51252,0,0,0,2,0,0,0,0,0,0,0,3868,51252,0,0,2,AUTO,12600,0,630
5001554,1,0.14,6,1,24,72000,55000,L,R,899,3,7,0,13,8,0,0,0,0,0,0,345650,458106,4500,2511,12,AUTO,8600,0,430
5001555,1,0.28,7,1,20,13000,11000,L,,95021,1,1,0,13,8,0,0,0,0,1,0,226248,355330,13000,2444,12,AUTO,11200,1,-11125.47245
5001556,1,0.41,4,1,71,119000,74000,L,R,162668,0,1,0,2,1,0,0,0,0,0,0,133995,378354,4000,3999,2,AUTO,30900,0,1545
5001557,1,0.42,6,1,29,27000,15000,L,P,123454,0,0,0,13,0,2,2,0,0,0,0,991,123454,0,0,11,AUTO,31400,0,1570
5001558,1,0.24,5,1,32,169000,105000,P,R,1447,0,0,2,2,1,1,1,0,0,0,0,325638,354751,6000,5999,2,AUTO,22700,0,1135
5001559,1,0.17,6,1,37,86000,60000,P,P,239965,0,0,0,6,4,0,0,0,0,0,0,77,411168,5000,4030,5,AUTO,14200,0,710
5001560,1,0.03,1,0.44,63,83000,64000,P,P,173377,0,0,0,5,0,0,0,0,0,0,0,283016,419881,0,0,4,AUTO,12700,0,635
5001561,2,0.4,3,1,44,51000,41000,P,T,8271,0,1,0,5,3,0,0,0,0,0,0,449,8271,10000,10000,1,AUTO,17000,0,850
5001562,1,0.08,5,0.52,29,39000,32000,L,R,40881,0,0,0,4,3,0,0,0,0,0,0,45631,58814,16500,9267,4,AUTO,23900,0,1195
5001563,1,0,5,0.96,25,57000,39000,L,P,1044,4,7,0,10,9,0,0,0,0,0,0,1984,103641,12000,11999,9,AUTO,17500,0,875
5001564,2,0.53,1,0.96,35,6000,5000,P,R,42341,0,0,0,6,5,0,0,0,0,0,0,159666,162512,13500,1497,5,AUTO,11800,0,590
5001565,1,0.23,6,1,20,28000,18000,L,,71434,0,0,0,9,9,0,0,0,0,0,0,407996,410795,3000,865,8,AUTO,9800,0,490
5001566,1,0.21,3,1,61,54000,38000,L,P,5227,0,0,0,7,4,0,0,0,0,5,0,4358,5227,4000,3999,6,AUTO,15200,0,760
5001567,1,0.33,6,1,39,74000,53000,P,R,27813,0,0,0,4,2,0,0,0,4,0,5,134233,370216,5000,170,1,AUTO,6200,0,310
5001568,1,0.44,4,1,29,101000,73000,L,T,215238,0,0,0,6,1,0,0,0,0,0,0,274837,278274,3000,3000,6,AUTO,24500,0,1225
5001569,1,0.11,4,1,59,54000,48000,A,P,127189,0,0,0,7,6,0,0,0,0,2,0,204410,283226,3500,2356,2,AUTO,8000,0,400
5001570,1,0.38,1,0.71,25,72000,39000,P,R,243,4,4,4,11,5,0,0,0,0,0,0,13423,19201,4000,2432,10,AUTO,29700,0,1485
5001571,1,0.51,6,1,45,25000,19000,L,R,4017,3,3,0,0,0,0,0,0,0,0,0,22329,4017,0,0,0,AUTO,25500,1,-25499.44092
5001572,1,0.38,5,1,53,52000,37000,P,P,59105,0,0,0,6,3,0,0,0,4,5,0,16982,59105,31500,13369,6,AUTO,27500,0,1375
5001573,1,0.34,6,1,20,33000,19000,A,T,41974,0,0,0,8,7,0,0,0,0,0,0,4431,41974,1000,263,7,AUTO,21600,0,1080
5001574,2,0.14,4,0.9,26,122000,78000,P,R,36808,0,0,0,7,6,0,0,0,0,0,0,42338,45481,13500,244,4,AUTO,17100,0,855
5001575,2,0.33,4,1,32,25000,19000,A,R,66303,0,1,0,13,8,5,5,0,0,0,0,2403,66303,7500,2678,9,AUTO,13100,0,655
5001576,1,0.14,3,1,40,55000,44000,P,P,38868,0,0,0,7,2,0,0,0,0,0,0,12719,65055,1000,748,4,AUTO,5700,0,285
5001577,1,0.73,4,0.99,50,50000,39000,L,R,84604,3,3,0,12,10,0,0,0,0,0,0,691,84604,9000,330,10,AUTO,25900,0,1295
5001578,1,0.26,1,0.86,65,172000,122000,L,P,40871,0,0,0,5,2,0,0,0,0,0,0,49547,63741,3500,0,4,AUTO,36200,0,1810
5001579,1,0.38,6,1,35,19000,13000,A,T,179777,0,0,0,11,6,0,0,0,0,0,0,2738,179777,2000,2000,6,AUTO,24200,0,1210
5001580,2,0.11,5,0.53,30,23000,13000,L,R,76934,1,1,0,13,0,0,0,0,0,0,0,14110,146684,0,0,12,AUTO,26000,0,1300
5001581,2,0.36,3,0.82,21,84000,57000,L,R,201,2,2,4,11,9,0,0,0,0,1,0,108638,109379,1000,937,10,AUTO,35300,0,1765
5001582,2,0.1,4,0.51,42,48000,40000,L,P,12046,0,0,0,8,2,0,0,0,0,0,0,2705,20824,12000,2253,2,AUTO,17300,0,865
5001583,1,0.41,2,1,43,32000,28000,L,P,1384,0,0,0,6,6,0,0,0,0,0,0,409,1384,2000,1999,5,AUTO,28900,0,1445
5001584,1,0.57,2,1,40,12000,8000,L,P,226544,0,0,0,7,6,0,0,0,0,0,0,10509,226544,1000,56,3,AUTO,30500,0,1525
5001585,1,0.24,1,1,29,174000,107000,P,T,73477,0,0,0,6,6,0,0,0,0,0,0,18084,73477,500,86,6,AUTO,11900,0,595
5001586,1,0.09,4,1,27,28000,16000,L,R,111280,0,0,0,1,1,0,0,0,0,0,0,31863,111280,20000,12559,1,AUTO,16700,0,835
5001587,2,0.48,3,1,31,55000,35000,A,R,45892,0,0,0,4,4,0,0,0,0,0,0,399067,515760,27500,13173,3,AUTO,16600,0,830
5001588,1,0.46,5,1,19,57000,32000,A,R,43737,0,0,0,2,1,0,0,0,0,1,0,8670,43737,4000,78,2,AUTO,28100,0,1405
5001589,1,0.7,5,1,25,28000,17000,A,R,7683,0,0,0,9,9,5,5,0,5,0,0,10698,50396,2500,1626,7,AUTO,30400,0,1520
5001590,1,0.34,3,1,21,69000,56000,L,P,36617,0,0,2,4,4,0,0,0,0,0,0,654,145155,4000,3202,2,AUTO,29400,0,1470
5001591,1,0.33,3,0.49,21,92000,60000,L,T,60377,0,0,0,11,10,0,0,0,0,0,0,2751,60377,6000,5615,2,AUTO,15300,0,765
5001592,1,0.25,3,0.9,21,37000,21000,A,T,77482,0,0,0,4,4,0,0,0,0,0,0,6922,77482,1000,785,4,AUTO,11000,0,550
5001593,1,0.52,7,1,54,28000,21000,L,R,75935,0,0,0,4,3,0,0,0,0,0,0,8215,75935,3000,351,4,AUTO,37200,0,1860
5001594,1,0.51,4,0.78,25,104000,88000,A,R,192079,0,0,0,11,10,0,0,0,0,0,0,2894,192079,43500,29244,10,AUTO,30000,0,1500
5001595,1,0.55,4,0.91,21,38000,26000,L,R,15637,0,0,0,7,6,0,0,0,3,0,0,218286,413204,12000,1133,6,AUTO,38700,0,1935
5001596,1,0.65,5,1,23,4000,3000,L,R,821,2,2,4,9,0,0,0,0,3,0,0,201092,314393,0,0,9,AUTO,15700,1,-5687.655914
5001597,1,0.34,6,1,32,61000,39000,A,R,50146,0,0,0,6,2,0,0,0,0,0,0,94868,301996,500,162,5,AUTO,38000,0,1900
5001598,2,0.12,4,0.57,49,73000,44000,A,R,1139,0,0,0,5,5,0,0,0,0,0,0,287,1139,3000,1802,5,AUTO,38100,0,1905
5001599,1,0,1,1,74,107000,69000,P,R,25622,0,0,0,6,4,0,0,0,0,0,0,181487,421564,1000,242,6,AUTO,10400,0,520
5001600,1,0.06,4,0.55,45,103000,74000,L,R,152408,0,0,0,7,7,0,0,0,0,0,0,35024,396455,14000,10065,7,AUTO,38900,0,1945
5001601,1,0.22,4,0.76,21,27000,19000,L,R,99967,0,0,0,10,9,0,0,0,0,0,0,326,99967,5000,5000,9,AUTO,26900,0,1345
5001602,1,0.33,6,1,,53000,43000,A,P,2383,0,0,0,7,6,0,0,0,0,0,0,1007,2383,2500,2499,5,AUTO,17800,1,-17766.02396
